0,4,1
0,6,1
0,7,1
0,19,1
0,25,1
1,10,1
1,11,1
1,13,1
1,14,1
1,23,1
1,26,1
2,5,1
2,6,1
2,22,1
2,24,1
3,24,1
3,28,1
4,5,1
4,12,1
4,15,1
4,16,1
4,21,1
5,7,1
5,11,1
5,12,1
5,13,1
5,16,1
5,19,1
5,21,1
5,22,1
5,25,1
5,29,1
6,7,1
6,15,1
6,26,1
6,28,1
6,29,1
7,9,1
7,23,1
8,16,1
8,20,1
8,22,1
8,26,1
9,24,1
9,25,1
10,16,1
10,24,1
11,12,1
11,13,1
11,16,1
11,21,1
12,15,1
12,25,1
12,28,1
13,14,1
13,15,1
13,16,1
13,22,1
13,23,1
13,28,1
14,16,1
14,27,1
15,24,1
15,26,1
16,18,1
16,22,1
16,23,1
16,26,1
17,22,1
18,21,1
18,27,1
18,28,1
19,20,1
20,21,1
20,22,1
20,25,1
20,26,1
22,23,1
22,26,1
23,26,1
23,29,1
24,25,1
28,29,1
