8,13,1
8,45,1
8,12,1
13,21,1
13,47,1
25,31,1
25,22,1
25,11,1
31,38,1
31,6,1
15,20,1
15,5,1
15,17,1
20,38,1
20,40,1
24,37,1
24,18,1
24,19,1
37,0,1
37,41,1
36,46,1
36,34,1
36,35,1
46,34,1
46,35,1
32,44,1
32,47,1
32,49,1
44,6,1
44,40,1
27,48,1
27,2,1
27,1,1
48,5,1
48,49,1
0,16,1
0,10,1
16,1,1
16,5,1
38,28,1
10,9,1
10,14,1
18,41,1
18,21,1
41,12,1
7,11,1
7,2,1
7,30,1
11,4,1
34,33,1
28,42,1
28,40,1
21,33,1
45,12,1
45,19,1
42,29,1
42,35,1
1,22,1
26,29,1
26,30,1
26,6,1
29,30,1
39,49,1
39,23,1
39,17,1
14,23,1
14,4,1
23,19,1
2,3,1
33,43,1
4,17,1
9,43,1
9,3,1
43,3,1
22,47,1
